y,text,text_pt
neutral,The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,"O relatório contém empresa em nível de categoria e participação de marca, bem como informações de participação de distribuição para 2007 e 2008."
neutral,The result before taxes was a loss of 25.0 million euros .,"O resultado antes dos impostos foi um prejuízo de 25,0 milhões de euros."
neutral,The results will enable the preparation of a conceptual plant design and capital estimates .,Os resultados permitirão a elaboração de um projeto conceitual da planta e estimativas de capital.
neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .,A rede de varejo lançada em 2007 não corresponde às projeções de lucro e vendas da empresa.
neutral,"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .","A gigante russa do gás investiu outros 46 milhões de litas na empresa no final de 2004 e agora possui 99,5% de seu capital social, o que equivale a 86,936 milhões de litas."
neutral,"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .","A segunda empresa adquirida é a sueca Reftele Maskinservice AB, cujo negócio é principalmente serviços de campo e fabricação de peças de reposição, com 10 funcionários e vendas de 1,2 milhão de euros por ano."
neutral,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .","Os segmentos de atuação da empresa são o negócio de alimentos congelados, frutos do mar, óleo vegetal, comércio de grãos e outras operações de negócios."
neutral,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .","O consórcio de venda inclui fundos administrados pela unidade de capital de risco do OKO Bank, Bio Fund Management e Finnish Industry Investment, um grupo de investimento estatal."
neutral,"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .","A solução é demonstrada em um tablet desenvolvido pela Aava Mobile como um sistema multi-janela, que permite o uso de vários aplicativos simultaneamente, por exemplo, a visualização de mensagens e calendário lado a lado."
neutral,The solution will be installed in the USA to support the North American operations of the customer .,A solução será instalada nos EUA para dar suporte às operações norte-americanas do cliente.
negative,"The staff reduction will start immediately , Glaston added .","A redução da equipe começará imediatamente, acrescentou Glaston."
neutral,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",A loja de departamentos Stockmann terá uma área total de mais de 8.000 metros quadrados e o investimento de Stockmann no projeto terá um preço de cerca de EUR 12 milhões.
neutral,The studies are expected to start in 2008 .,O início dos estudos está previsto para 2008.
neutral,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .","A empresa sueca de aquisição vendeu sua participação remanescente de 22,4 por cento, quase dezoito meses depois de abrir o capital da empresa na Finlândia."
neutral,"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .","A Administração Marítima Sueca fechou o Canal Furusund, que a Viking Line normalmente freta a caminho de Estocolmo."
neutral,"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .","Os tanques serão entregues a uma empresa que está construindo uma fazenda de tanques de produtos químicos em Antuérpia, no norte da Bélgica."
neutral,"The Tekla Structures product box , if needed , is now made from recycled material .","A caixa do produto Tekla Structures, se necessário, agora é feita de material reciclado."
neutral,The terms of the transactions remained undisclosed .,Os termos das transações permaneceram ocultos.
positive,The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,O serviço direto do FESCO é um exemplo revelador de fortalecimento do relacionamento entre empresas de logística e operadores em nível internacional.
neutral,The total capacity of the factory will be approximately 100 engines a year .,A capacidade total da fábrica será de aproximadamente 100 motores por ano.
neutral,The total emissions reduction from 1999 to 2017 will be thus 41 % .,"A redução total de emissões de 1999 a 2017 será, portanto, de 41%."
neutral,"The total floor area of the plant expansion is 29,000 square metres .",A área total da expansão da fábrica é de 29.000 metros quadrados.
negative,"The total headcount reduction will be 50 persons , the company said .","A redução total do quadro de funcionários será de 50 pessoas, disse a empresa."
neutral,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,O investimento total em 2006 e 2007 deverá ascender a cerca de EUR75 milhões.
neutral,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .","O investimento total na empresa será de EUR58 milhões, dos quais a parte da Wartsila será de EUR29 milhões."
neutral,The total investment of the project will be approximately EUR 36m .,O investimento total do projeto será de aproximadamente 36 milhões de euros.
neutral,"The total value of the agreement is USD4 .0 m , the company said .","O valor total do acordo é de US $ 4,0 milhões, disse a empresa."
neutral,The total value of the contract is some EUR 8 million .,O valor total do contrato é de cerca de 8 milhões de euros.
neutral,The total value of the deal is USD 29mn .,O valor total do negócio é de US $ 29 milhões.
neutral,"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .","O valor total do projeto é de cerca de 53 milhões de euros, incluindo os lotes que serão transferidos para Atria."
neutral,"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .","O valor total do projeto é estimado em mais de 3,0 milhões de euros, US $ 4,4 milhões, dos quais os serviços serão superiores a 2,0 milhões de euros, US $ 2,9 milhões, e as licenças de terceiros, mais de 1,0 milhão de euros, US $ 1,5 milhão."
neutral,The total value of these two contracts is over EUR 21 million .,O valor total destes dois contratos é superior a 21 milhões de euros.
neutral,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,A transação está planejada para ser financiada com um empréstimo de mercado de 40 milhões de euros concedido pelo Standard Chartered Bank Hong Kong.
neutral,The transaction value is CAD 15 million approximately EUR 10 million .,"O valor da transação é de CAD 15 milhões, aproximadamente EUR 10 milhões."
neutral,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .","Os clientes da unidade concentram-se principalmente na área dos bens de conveniência especializados, bem como nos negócios têxtil, calçado e de mobiliário."
neutral,The value of the contract is about EUR 27mn .,O valor do contrato é de cerca de 27 milhões de euros.
neutral,"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .","O valor do contrato é de cerca de 1,0 milhão de euros. A Poyry, com sede em Vantaa, Finlândia, fornece serviços de consultoria e engenharia para os setores de energia, silvicultura e infraestrutura e meio ambiente."
neutral,The value of the contract is EUR 25mn .,O valor do contrato é de 25 milhões de EUR.
neutral,The value of the contract is in total USD12m .,O valor do contrato é de US $ 12 milhões.
neutral,The value of the contracts is about EUR 3.3 mn .,"O valor dos contratos é de cerca de 3,3 milhões de euros."
neutral,The value of the deal has not been disclosed .,O valor do negócio não foi divulgado.
neutral,The value of the deal is estimated at between SEK25m and SEK50m .,O valor do negócio é estimado entre SEK25m e SEK50m.
neutral,The value of the deal was not disclosed .,O valor do negócio não foi divulgado.
neutral,The value of the multi-year agreement is over EUR 2mn a year .,O valor do acordo plurianual é superior a 2 milhões de euros por ano.
neutral,The value of the three-year contract is estimated at EUR40m .,O valor do contrato de três anos é estimado em 40 milhões de euros.
neutral,The value of this kind of order amounts usually between Euro 2 and 3 million .,O valor deste tipo de encomenda varia normalmente entre 2 e 3 milhões de euros.
neutral,"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .","O aplicativo Web-Marela lida com convites para cotações, comparações de orçamentos, acordos, compras, inspeção de faturas, gerenciamento de estoque e entregas."
neutral,"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .","O empreendimento, que será de propriedade de 51% da Kemira e 49% da IVRCL, vai operar uma instalação de fabricação de coagulante inorgânico, a ser construída em Vishakapatnam Vizag, no estado de Andhra Pradesh, e iniciar as operações no segundo semestre de 2011."
negative,"The workforce will be reduced also in the Amsterdam office , in the Netherlands .","A força de trabalho será reduzida também no escritório de Amsterdã, na Holanda."
neutral,"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",As obras incluirão a colocação de pavimentos em pedra natural e a instalação de sistemas subterrâneos de aquecimento e drenagem de águas superficiais.
neutral,There have not been previous share subscriptions with 2004 stock options .,Não houve subscrições de ações anteriores com opções de ações em 2004.
neutral,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .","Essas novas unidades serão construídas nas instalações de fabricação de última geração da Cargotec em San Antonio, Texas, EUA, que iniciou suas operações em 2009."
neutral,These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,Essas transações de ações fazem parte da estratégia da empresa de devolver ativos que não fazem parte de seu negócio principal.
neutral,These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .,Esses seis contratos são as primeiras aquisições de clientes da empresa na Índia desde que assumiu a fábrica contratada da TVS Electronics em junho de 2007.
neutral,"This could be any of us at any time , '' she said .","Pode ser qualquer um de nós a qualquer momento '', disse ela."
neutral,"This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW .","Este pedido, quando entregue, trará a produção total de eletricidade na Itália gerada pelo equipamento Wartsila para mais de 1.300 MW."
neutral,"This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe .","Esta avaliação da A.M. Best é o mais alto entre os países da CEI, Europa Central e Oriental."
neutral,This wood lacquered clock comes with a stripy hand-crocheted cover .,Este relógio lacado de madeira vem com uma capa listrada de crochê à mão.
neutral,Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .,A Tikkurila adquiriu uma participação majoritária na Kolorit Paints no outono de 2004.
neutral,To see a slide show of all the newest product releases from Fiskars .,Para ver uma apresentação de slides de todos os lançamentos de produtos mais recentes da Fiskars.
neutral,Total value of the contract is about EUR 10mn .,O valor total do contrato é de cerca de 10 milhões de euros.
neutral,"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .","Comercializando sob o nome Velta UK, uma antiga marca da Uponor, a empresa é parceira de longa data da Uponor no fornecimento de sistemas com a marca Velta, particularmente para o setor de construção comercial e industrial no Reino Unido e internacionalmente."
neutral,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .","A Tulikivi fabrica lareiras de retenção de calor, pedra-sabão e cerâmica, bem como produtos de pedra natural e cerâmicas utilitárias."
neutral,"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' .","A usina de Olkiluoto de 1.740 MW de duas unidades da TVO gerou 14,2 TWh com uma relação operacional em ambos os reatores de 93,5%, que a empresa descreveu como ""alta para os padrões internacionais""."
neutral,"Tyrv+∆inen is of the opinion that the airline has been repeating this for some time already , however .",Tyrv + ∆inen acredita que a companhia aérea já vem repetindo isso há algum tempo.
neutral,"Under Finnish law , Parliament grants licences to build nuclear power plants .","Sob a lei finlandesa, o Parlamento concede licenças para construir usinas nucleares."
neutral,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .","Sob o acordo, a Larox irá transferir 10 funcionários dentro de engenharia e documentação relacionada a projetos de entrega e manutenção de produtos na Finlândia para a Etteplan a partir de 1º de janeiro de 2007."
neutral,"Under the agreement Benefon 's forthcoming range of TWIG integrated GPS navigation and mobile phone devices will use the jointly developed web-based tracking and location technology , in both consumer and commercial applications .","De acordo com o contrato, a próxima faixa da Benefon de dispositivos de navegação GPS e telefones móveis integrados da TWIG usará o rastreamento baseado na web desenvolvido em conjunto e a tecnologia de localização, em aplicações comerciais e de consumo."
neutral,"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland .","De acordo com os termos do acordo, a Bunge adquirirá as marcas Keiju, Makuisa e Pyszny Duet da Raisio e fábricas na Finlândia e na Polônia."
neutral,"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .","Sob o acordo de transação, a Metsaliitto comprará 24,7% das ações da Metsa-Botnia da UPM e 3% da M-real."
neutral,Underground parking facilities will also be built on the basement floor .,Também serão construídos estacionamentos subterrâneos no subsolo.
neutral,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .","Os preços unitários dos straddle armadores variam entre EUR 700, 000 e EUR 900, 000, acrescentou a empresa."
neutral,"Unlisted British Biologicals makes B - and D - proteins , and other disease-specific supplements that cover diabetes , hepatitis , asthma and other cardiovascular ailments .","A British Biologicals não listada fabrica proteínas B e D e outros suplementos específicos para doenças que cobrem diabetes, hepatite, asma e outras doenças cardiovasculares."
neutral,"UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said .","A UPM é a maior produtora de papel para revistas da Europa, com uma participação de mercado de mais de 30 por cento, e é provável que os preços no segmento tenham ficado estáveis durante o trimestre, disseram os analistas."
neutral,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,A UPM-Kymmene disse que `não indicou qualquer interesse em quaisquer consolidações domésticas '.
neutral,Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,"Após a conclusão do negócio, a Panostaja estabelecerá uma nova área de negócios dentro do grupo para se concentrar no tratamento térmico de metais."
neutral,"Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications .","A Vacon pretende estabelecer sua presença no negócio de energia solar em várias partes do mundo até o final de 2010, disse Olli Teva, diretor de marketing de aplicações de energia renovável."
neutral,Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,"O conselho de administração da Vaisala proporá um dividendo de 0,85 euro $ 1,24 por ação na assembleia geral anual da empresa."
neutral,Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,A experiência da Vaisala em dados de raios e sistemas de informação é baseada em ampla experiência e investimento em P&D.
neutral,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,Valmet Automotive reporta vendas líquidas de EUR 85 milhões e lucro operacional de EUR 8 milhões.
neutral,"We bring a new , committed leadership and business and strategic know-how to the company that we buy .",Trazemos uma liderança nova e comprometida e um know-how estratégico e de negócios para a empresa que compramos.
neutral,"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .","Estamos ansiosos para participar do desenvolvimento futuro da empresa '', disse Tomas Billing, presidente da Nordstjernan."
neutral,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .","A Veidekke, com sede em Oslo, Noruega, é um grupo escandinavo de construção e desenvolvimento de propriedades com cerca de 6.350 funcionários na Noruega, Suécia e Dinamarca, com um faturamento anual de NOK16,4 bilhões."
neutral,"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .","Embora a empresa não tenha indicado o nível de investimento na unidade, informou que adquiriu os equipamentos do laboratório de P&D de telefones celulares da Nokia Corporation em Jyvaeskylae."
neutral,Why not subscribe to the magazine ?,Por que não assinar a revista ?
neutral,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,"A Vianor comercializa pneus para automóveis e camiões, bem como uma gama de outras peças automóveis e presta serviços de manutenção."
neutral,Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,A Viking Line e a STX Finland anunciaram na segunda-feira que havia planos para construir uma balsa de 240 milhões de euros que seria lançada na rota Turku-Estocolmo na primavera de 2013.
neutral,"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .","Com o governo isentando certos produtos de aço inoxidável de taxas anti-dumping, a Outokumpu, com sede na Finlândia, disse hoje que vai entrar em pactos de fornecimento com as Ferrovias Indianas em breve."
neutral,"With the new arrangement , customer responsibilities will become mainly regional .","Com o novo acordo, as responsabilidades do cliente se tornarão principalmente regionais."
neutral,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .","Com esta aquisição, a unidade de modem sem fio e seus aproximadamente 1.100 funcionários foram transferidos para a Renesas Electronics Corporation."
neutral,You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,"Você ouvirá os últimos insights e atualizações sobre a estratégia da Citycon, bem como as últimas notícias de todas as unidades de negócios."
negative,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,As reduções de pessoal afetarão principalmente aqueles que trabalham para a empresa controladora no negócio de diagnósticos ou na produção e logística no negócio de manuseio de líquidos.
positive,"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .","Na região Ásia-Pacífico, o Visa Wave está disponível na Malásia, Taiwan e Coréia do Sul e será expandido para o Japão e sudeste da Ásia este ano, acrescentou Jung."
negative,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .","No terceiro trimestre do ano fiscal de 2008, a Efore registrou um prejuízo líquido de EUR 400.000 versus um lucro líquido de EUR 200.000 no período correspondente do ano fiscal de 2007."
negative,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .","Konecranes Oyj KCR1V FH caiu 5,5 por cento, para 20,51 euros, a maior queda desde junho."
neutral,"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now .","Enquanto isso, os acionistas minoritários, esperando que a TeliaSonera retenha a oferta, vendem as ações agora."
negative,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .","As vendas líquidas para o ano financeiro de 2006 devem chegar a cerca de EUR20 milhões e o resultado operacional EBIT deve ser uma perda, conforme anunciado anteriormente."
negative,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,"O prejuízo operacional totalizou EUR 25 milhões, em comparação com um lucro de EUR 63 milhões no período correspondente em 2005."
negative,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .","Os níveis de produção foram acertados com os produtores há muito tempo, portanto, uma queda no consumo levará a perdas."
negative,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,"O retorno sobre o investimento ROI foi de 4,1% em comparação com 43,8% no primeiro semestre de 2008."
negative,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",SSH COMMUNICATIONS SECURITY CORP BOLSAS DE ESTOQUE DIVULGAÇÃO DE 14 DE OUTUBRO DE 2008 ÀS 14h45.
negative,"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .","A venda resultará em perda de capital de 5 milhões de euros para a Solidium, que obteve ações da Tikkurila em março de 2010."
neutral,- The Group -ì s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,"- O resultado do Grupo antes dos impostos foi uma perda de 0,6 (+0,6) milhões de euros."
negative,- The Group -ì s result before taxes was EUR -1.9 ( -3.0 ) million .,"- O resultado do Grupo antes de impostos foi de EUR -1,9 (-3,0) milhões."
negative,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .","- As vendas do Grupo durante o período foram de EUR 37,5 milhões (EUR 48,2 milhões, 1-9 / 2008) e o resultado antes dos impostos foi uma perda de EUR -3,5 (+1,2) milhões."
neutral,The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,"O justo valor das propriedades de investimento era de EUR 2 251,0 (1 281,4) milhões."
negative,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .","Um total de 16,5 milhões de viagens em navios de passageiros ocorreram no norte do Mar Báltico em 2007, ligeiramente abaixo dos 16,5 milhões em 2006."
negative,Finnish media group Talentum has issued a profit warning .,O grupo de mídia finlandês Talentum emitiu um alerta sobre lucros.
negative,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .","A perda antes dos impostos da companhia de navegação finlandesa Finnlines totalizou EUR 6,5 milhões no terceiro trimestre de 2009, em comparação com um lucro de EUR 0,3 milhões no terceiro trimestre de 2008."
negative,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .","Na Finlândia, a cidade de Forssa disse que não pagará nenhuma compensação às empresas da indústria alimentícia HK Ruokatalo e Atria pelo vazamento de soda cáustica na água da torneira que ocorreu em março de 2008."
negative,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .","O Acando AB (ACANB SS) caiu 8,9 por cento para 13,35 coroas, o menor fechamento desde 11 de dezembro."
neutral,"According shipping company Viking Line , the EU decision will have a significant financial impact .","Segundo a empresa de navegação Viking Line, a decisão da UE terá um impacto financeiro significativo."
negative,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .","De acordo com o CEO Matti Perkonoja da controladora HKScan, o desempenho da empresa no primeiro trimestre de 2010 permaneceu claramente abaixo do nível do período correspondente em 2009."
neutral,"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .","Em algum momento de 2010, todos os nomes de empresas distintos, como Palmberg, Tekmanni, Lemcon, Forssan Betoni, Suonenjoen Betonituote, entre outros, desaparecerão."
negative,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .","As vendas líquidas da Cencorp no primeiro trimestre são estimadas em EUR0,9-1,2 milhões, em comparação com EUR4,5 milhões no primeiro trimestre de 2008."
negative,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,"O lucro diluído por ação (EPS) foi de EUR 0,25 contra EUR 0,42."
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,"O lucro por ação (EPS) totalizou uma perda de 0,05 euros."
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,"O lucro por ação (EPS) totalizou uma perda de EUR0,38."
negative,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,"O lucro por ação (EPS) totalizou uma perda de 0,06 euros."
negative,Earnings per share were at loss of EUR0 .24 .,"O lucro por ação foi negativo em € 0,24."
negative,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,"A proporção de despesas foi de 102,6% em comparação com 92,9% no período correspondente em 2005."
negative,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,A desenvolvedora finlandesa de soluções de automação Cencorp Corporation (OMX Helsinki: CNC1V) emitiu na quinta-feira (18 de setembro) um alerta de lucro para o terceiro trimestre de 2008.
neutral,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,"A desenvolvedora finlandesa de soluções de automação Cencorp Corporation (OMX Helsinki: CNC1V) relatou na quinta-feira (6 de novembro) um prejuízo operacional de € 1,3 milhão em vendas líquidas de € 11,9 milhões no período de janeiro a setembro de 2008."
negative,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,O fornecedor finlandês de componentes eletrônicos de comunicação Scanfil Oyj disse na terça-feira que as vendas no primeiro semestre de 2006 serão 15% menores do que no mesmo período do ano anterior.
negative,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,O grupo finlandês da indústria florestal Stora Enso Oyj divulgou na quinta-feira (20 de março) um alerta de lucros para o primeiro trimestre de 2008.
neutral,Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,"A varejista finlandesa de decoração e artesanato Tiimari Plc (OMX Helsinki: TII1V) relatou na segunda-feira (18 de agosto) um prejuízo operacional de € 3,3 milhões em vendas líquidas de € 33,9 milhões no período de janeiro a junho de 2008."
negative,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,A empresa finlandesa de tecnologia Raute Corporation (OMX Helsinki: RUTAV) emitiu na terça-feira (23 de setembro) um alerta de lucros para o ano financeiro de 2008.
neutral,He said : `` It is for sale again and we will be actively marketing it .,Ele disse: `` Está à venda novamente e estaremos fazendo marketing ativo.
negative,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .","No primeiro trimestre de 2009, o prejuízo operacional da empresa totalizou EUR 0,3 milhões, em comparação com um lucro de EUR 3,6 milhões no primeiro trimestre de 2008."
negative,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .","No período de relatório, o EPS situou-se em EUR0,07 contra EUR0,11."
negative,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .","No ano passado, 8,3 milhões de passageiros voaram pela companhia aérea, uma queda de 4% em relação a 2007."
negative,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .","As perdas após rubricas financeiras totalizaram EUR 9,7 milhões, em comparação com um lucro de EUR 1,3 milhões no período correspondente em 2008."
negative,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,"O prejuízo no período totalizou EUR 15,6 milhões, em comparação com um lucro de EUR 6,3 milhões em 2008."
negative,"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .","Myllykoski, com uma fábrica de papel na Finlândia, uma nos Estados Unidos e três na Alemanha, teve receitas de 286 milhões de euros no primeiro semestre de 2010 e um prejuízo operacional de 12 milhões de euros, disse a Reuters."
neutral,Net loss in the same period in 2009 was euro18 .6 million .,"O prejuízo líquido no mesmo período de 2009 foi de 18,6 milhões de euros."
negative,Nokia Siemens Networks has struggled to make a profit in the past two years .,A Nokia Siemens Networks tem lutado para obter lucro nos últimos dois anos.
negative,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,"O prejuízo operacional totalizou EUR 0,9 milhões no primeiro semestre de 2006, em comparação com um lucro de EUR 0,5 milhões no primeiro semestre de 2005."
negative,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .","O prejuízo operacional da unidade de máquinas de papel e celulose foi de mais de EUR 3 milhões em setembro de 2007 - agosto de 2008, em comparação com um lucro de EUR 3,7 milhões um ano antes."
negative,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,"O prejuízo operacional totalizou EUR 0,3 milhões, em comparação com um lucro de EUR 2,2 milhões no período correspondente em 2007."
negative,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .","O prejuízo operacional totalizou EUR 0,8 milhões, em comparação com um lucro de EUR 0,5 milhões."
